S_No,College_Code,College_Name,College_Type,Region,District,Place,COED,Affliate_Univ,ESTD,Branch,Gender,Category,Rank,Fee
3504,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,BOYS,BC_A,156468,35000
3505,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,BOYS,BC_B,165103,35000
3506,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,BOYS,BC_C,115893,35000
3507,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,BOYS,BC_D,133923,35000
3508,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,BOYS,BC_E,147850,35000
3509,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,BOYS,OC,115893,35000
3510,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,BOYS,OC_EWS,113974,35000
3511,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,BOYS,SC,172502,35000
3512,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,BOYS,ST,171391,35000
3513,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,GIRLS,BC_A,156468,35000
3514,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,GIRLS,BC_B,165103,35000
3515,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,GIRLS,BC_C,115893,35000
3516,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,GIRLS,BC_D,158221,35000
3517,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,GIRLS,BC_E,163831,35000
3518,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,GIRLS,OC,115893,35000
3519,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,GIRLS,OC_EWS,127435,35000
3520,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,GIRLS,SC,172646,35000
3521,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSD,GIRLS,ST,171391,35000
3522,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,BOYS,BC_A,94500,35000
3523,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,BOYS,BC_B,127416,35000
3524,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,BOYS,BC_C,75675,35000
3525,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,BOYS,BC_D,89974,35000
3526,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,BOYS,BC_E,109224,35000
3527,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,BOYS,OC,60103,35000
3528,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,BOYS,OC_EWS,71922,35000
3529,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,BOYS,SC,171144,35000
3530,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,BOYS,ST,169605,35000
3531,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,GIRLS,BC_A,167875,35000
3532,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,GIRLS,BC_B,132052,35000
3533,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,GIRLS,BC_C,75675,35000
3534,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,GIRLS,BC_D,91658,35000
3535,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,GIRLS,BC_E,109224,35000
3536,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,GIRLS,OC,62609,35000
3537,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,GIRLS,OC_EWS,99424,35000
3538,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,GIRLS,SC,171144,35000
3539,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,CSE,GIRLS,ST,172298,35000
3540,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,BOYS,BC_A,139812,35000
3541,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,BOYS,BC_B,158413,35000
3542,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,BOYS,BC_C,149095,35000
3543,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,BOYS,BC_D,154313,35000
3544,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,BOYS,BC_E,146066,35000
3545,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,BOYS,OC,129409,35000
3546,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,BOYS,OC_EWS,126384,35000
3547,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,BOYS,SC,141097,35000
3548,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,BOYS,ST,130906,35000
3549,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,GIRLS,BC_A,157709,35000
3550,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,GIRLS,BC_B,167079,35000
3551,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,GIRLS,BC_C,149095,35000
3552,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,GIRLS,BC_D,166784,35000
3553,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,GIRLS,BC_E,146066,35000
3554,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,GIRLS,OC,129409,35000
3555,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,GIRLS,OC_EWS,103811,35000
3556,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,GIRLS,SC,172618,35000
3557,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GUNTUR,GUNTUR,COED,JNTUK,2008,ECE,GIRLS,ST,130906,35000
3558,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,BOYS,BC_A,170988,36600
3559,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,BOYS,BC_B,170988,36600
3560,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,BOYS,BC_C,170988,36600
3561,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,BOYS,BC_D,170988,36600
3562,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,BOYS,BC_E,170988,36600
3563,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,BOYS,OC,170988,36600
3564,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,BOYS,SC,170988,36600
3565,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,BOYS,ST,170988,36600
3566,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,GIRLS,BC_A,170988,36600
3567,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,GIRLS,BC_B,170988,36600
3568,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,GIRLS,BC_C,170988,36600
3569,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,GIRLS,BC_D,170988,36600
3570,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,GIRLS,BC_E,170988,36600
3571,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,GIRLS,OC,170988,36600
3572,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,GIRLS,SC,170988,36600
3573,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHD,GIRLS,ST,170988,36600
3574,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHM,BOYS,BC_A,169163,36100
3575,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHM,BOYS,BC_B,169169,36100
3576,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHM,BOYS,BC_D,169142,36100
3577,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHM,BOYS,BC_E,169163,36100
3578,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHM,BOYS,OC,169131,36100
3579,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHM,BOYS,SC,173540,36100
3580,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHM,BOYS,ST,173554,36100
3581,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHM,GIRLS,BC_A,169163,36100
3582,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHM,GIRLS,BC_B,169169,36100
3583,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHM,GIRLS,BC_D,169163,36100
3584,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHM,GIRLS,BC_E,169163,36100
3585,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHM,GIRLS,OC,169163,36100
3586,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHM,GIRLS,SC,173540,36100
3587,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GUNTUR,GUNTUR,COED,ANU,2004,PHM,GIRLS,ST,173554,36100
3588,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,BOYS,BC_A,169372,35000
3589,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,BOYS,BC_B,169372,35000
3590,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,BOYS,BC_C,169372,35000
3591,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,BOYS,BC_D,169372,35000
3592,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,BOYS,BC_E,169372,35000
3593,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,BOYS,OC,169372,35000
3594,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,BOYS,SC,169372,35000
3595,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,BOYS,ST,169372,35000
3596,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,GIRLS,BC_A,169372,35000
3597,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,GIRLS,BC_B,169372,35000
3598,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,GIRLS,BC_C,169372,35000
3599,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,GIRLS,BC_D,169372,35000
3600,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,GIRLS,BC_E,169372,35000
3601,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,GIRLS,OC,169372,35000
3602,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,GIRLS,SC,169372,35000
3603,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,AUT,GIRLS,ST,169372,35000
3604,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,BOYS,BC_A,135515,35000
3605,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,BOYS,BC_B,109981,35000
3606,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,BOYS,BC_C,73110,35000
3607,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,BOYS,BC_D,87423,35000
3608,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,BOYS,BC_E,98967,35000
3609,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,BOYS,OC,73110,35000
3610,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,BOYS,OC_EWS,92304,35000
3611,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,BOYS,SC,158514,35000
3612,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,BOYS,ST,161884,35000
3613,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,GIRLS,BC_A,135515,35000
3614,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,GIRLS,BC_B,109981,35000
3615,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,GIRLS,BC_C,104936,35000
3616,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,GIRLS,BC_D,104936,35000
3617,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,GIRLS,BC_E,104936,35000
3618,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,GIRLS,OC,104936,35000
3619,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,GIRLS,OC_EWS,102185,35000
3620,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,GIRLS,SC,158514,35000
3621,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSE,GIRLS,ST,161884,35000
3622,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,BOYS,BC_A,151961,35000
3623,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,BOYS,BC_B,159860,35000
3624,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,BOYS,BC_C,136190,35000
3625,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,BOYS,BC_D,167009,35000
3626,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,BOYS,BC_E,142692,35000
3627,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,BOYS,OC,136190,35000
3628,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,BOYS,OC_EWS,165448,35000
3629,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,BOYS,SC,172741,35000
3630,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,BOYS,ST,152542,35000
3631,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,GIRLS,BC_A,161531,35000
3632,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,GIRLS,BC_B,164154,35000
3633,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,GIRLS,BC_C,136190,35000
3634,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,GIRLS,BC_D,167009,35000
3635,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,GIRLS,BC_E,142692,35000
3636,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,GIRLS,OC,136190,35000
3637,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,GIRLS,OC_EWS,127509,35000
3638,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,GIRLS,SC,172741,35000
3639,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSG,GIRLS,ST,152542,35000
3640,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,BOYS,BC_A,163861,35000
3641,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,BOYS,BC_B,151536,35000
3642,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,BOYS,BC_C,109769,35000
3643,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,BOYS,BC_D,167590,35000
3644,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,BOYS,BC_E,135265,35000
3645,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,BOYS,OC,109769,35000
3646,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,BOYS,OC_EWS,155380,35000
3647,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,BOYS,SC,170667,35000
3648,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,BOYS,ST,139514,35000
3649,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,GIRLS,BC_A,163861,35000
3650,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,GIRLS,BC_B,163706,35000
3651,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,GIRLS,BC_C,109769,35000
3652,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,GIRLS,BC_D,167590,35000
3653,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,GIRLS,BC_E,163371,35000
3654,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,GIRLS,OC,109769,35000
3655,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,GIRLS,OC_EWS,134198,35000
3656,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,GIRLS,SC,170667,35000
3657,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,CSM,GIRLS,ST,159138,35000
3658,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,ECE,BOYS,BC_A,165344,35000
3659,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,ECE,BOYS,BC_B,165344,35000
3660,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,ECE,BOYS,BC_C,165344,35000
3661,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,ECE,BOYS,BC_D,165344,35000
3662,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,ECE,BOYS,BC_E,165344,35000
3663,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,ECE,BOYS,OC,165344,35000
3664,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,ECE,BOYS,OC_EWS,108641,35000
3665,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,ECE,BOYS,SC,168119,35000
3666,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,ECE,BOYS,ST,165344,35000
3667,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GUNTUR,NARSARAOPET,COED,JNTUK,2008,ECE,GIRLS,BC_A,165344,35000
